site_no,site_name,timestamp_utc,flow_cfs,p90_flow_cfs,ratio,high_flow,region
1636690,"PINEY RUN NEAR LOVETTSVILLE, VA",2025-11-02 17:05:00+00:00,85.9,28.020000000000024,3.0656673804425387,True,north
1636690,"PINEY RUN NEAR LOVETTSVILLE, VA",2025-11-02 17:10:00+00:00,85.9,28.020000000000024,3.0656673804425387,True,north
1636690,"PINEY RUN NEAR LOVETTSVILLE, VA",2025-11-02 17:15:00+00:00,85.9,28.020000000000024,3.0656673804425387,True,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 16:30:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 16:35:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 16:40:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 16:45:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 16:50:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 16:55:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 17:00:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 17:05:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 17:10:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 17:15:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 17:20:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 17:25:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 17:30:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 17:35:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 17:40:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638350,"S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA",2025-11-02 17:45:00+00:00,4.6,51.64000000000007,0.0890782339271881,False,north
1638420,"N F CATOCTIN CREEK AT RT 681 NEAR WATERFORD, VA",2025-11-02 16:30:00+00:00,6.42,31.96000000000004,0.20087609511889837,False,north
1638420,"N F CATOCTIN CREEK AT RT 681 NEAR WATERFORD, VA",2025-11-02 16:45:00+00:00,6.42,31.96000000000004,0.20087609511889837,False,north
1638420,"N F CATOCTIN CREEK AT RT 681 NEAR WATERFORD, VA",2025-11-02 17:00:00+00:00,6.05,31.96000000000004,0.18929912390488085,False,north
